risk_profile_id,account_id,risk_level,risk_score,chargeback_rate,refund_rate,risk_surcharge_rate,assessed_at
4135,4135,medium,0.1462,0.010134,0.029194,0.0015,2022-10-01 06:35:46
4136,4136,medium,0.2373,0.017043,0.02452,0.0015,2022-02-12 12:04:37
4137,4137,medium,0.2358,0.011272,0.026779,0.0015,2023-07-06 14:15:04
4138,4138,high,0.2689,0.01827,0.040163,0.004,2023-06-21 00:48:56
4139,4139,high,0.3383,0.023173,0.061067,0.004,2024-02-10 06:19:45
4140,4140,medium,0.1735,0.008932,0.027531,0.0015,2022-10-01 20:25:20
4141,4141,medium,0.235,0.012527,0.029397,0.0015,2024-09-04 06:03:56
4142,4142,low,0.0954,0.0067,0.016757,0.0,2024-07-19 06:54:25
4143,4143,low,0.1248,0.008747,0.025494,0.0,2023-09-25 11:50:16
4144,4144,medium,0.1895,0.013918,0.037031,0.0015,2022-09-06 01:08:46
4145,4145,low,0.1046,0.006221,0.014183,0.0,2023-11-25 12:22:56
4146,4146,low,0.1249,0.006806,0.026019,0.0,2024-07-12 03:27:08
4147,4147,low,0.063,0.00429,0.009226,0.0,2023-05-25 21:00:42
4148,4148,medium,0.2219,0.008482,0.04612,0.0015,2022-12-27 10:25:30
4149,4149,medium,0.1414,0.009882,0.015893,0.0015,2023-11-24 21:36:15
4150,4150,high,0.2564,0.011196,0.054424,0.004,2023-05-01 22:30:42
4151,4151,low,0.0644,0.003466,0.009136,0.0,2023-07-02 21:38:27
4152,4152,medium,0.1904,0.011893,0.029078,0.0015,2023-04-23 05:47:34
4153,4153,low,0.1169,0.004221,0.02344,0.0,2023-02-20 03:21:39
4154,4154,medium,0.174,0.008808,0.031798,0.0015,2024-09-07 12:23:36
4155,4155,low,0.0885,0.004134,0.014745,0.0,2023-09-22 14:40:07
4156,4156,low,0.1136,0.004287,0.020615,0.0,2023-10-01 04:25:55
4157,4157,low,0.0784,0.003272,0.012745,0.0,2024-06-12 10:06:46
4158,4158,low,0.1284,0.005312,0.013241,0.0,2023-05-10 06:09:55
4159,4159,medium,0.2266,0.014739,0.035445,0.0015,2022-05-19 05:08:54
4160,4160,high,0.2752,0.014084,0.047484,0.004,2025-03-12 09:18:32
4161,4161,medium,0.2321,0.008551,0.026867,0.0015,2022-03-18 04:54:19
4162,4162,high,0.2656,0.01166,0.033752,0.004,2024-02-22 10:16:58
4163,4163,medium,0.1948,0.012456,0.024844,0.0015,2022-12-30 15:27:14
4164,4164,medium,0.1736,0.007624,0.028623,0.0015,2022-10-20 12:29:36
4165,4165,low,0.01,0.000525,0.001271,0.0,2022-02-27 09:30:48
4166,4166,medium,0.1795,0.011008,0.022851,0.0015,2025-05-16 07:47:48
4167,4167,low,0.0811,0.005957,0.012253,0.0,2023-08-11 03:39:48
4168,4168,low,0.1278,0.004783,0.024875,0.0,2023-04-14 17:53:40
4169,4169,low,0.0224,0.000981,0.002987,0.0,2024-10-11 00:00:52
4170,4170,low,0.101,0.004434,0.013155,0.0,2022-02-23 07:46:15
4171,4171,high,0.3301,0.023217,0.052913,0.004,2024-02-12 07:19:45
4172,4172,high,0.2535,0.014461,0.036078,0.004,2023-11-08 14:42:52
4173,4173,medium,0.1971,0.012822,0.04292,0.0015,2024-01-28 02:28:02
4174,4174,low,0.0941,0.005019,0.018507,0.0,2022-06-19 13:08:03
4175,4175,medium,0.1329,0.007165,0.019535,0.0015,2025-07-27 01:45:54
4176,4176,low,0.01,0.000739,0.001144,0.0,2022-11-23 05:19:48
4177,4177,medium,0.2256,0.009386,0.028464,0.0015,2024-07-17 02:53:08
4178,4178,low,0.1046,0.005322,0.020288,0.0,2023-04-16 13:40:32
4179,4179,medium,0.2437,0.01815,0.037732,0.0015,2022-06-28 20:50:36
4180,4180,low,0.1199,0.005448,0.014806,0.0,2023-02-10 20:16:21
4181,4181,medium,0.2155,0.008501,0.037717,0.0015,2025-01-08 21:35:33
4182,4182,medium,0.2174,0.010187,0.038425,0.0015,2025-05-25 02:02:57
4183,4183,medium,0.1497,0.010245,0.020886,0.0015,2025-07-05 16:32:24
4184,4184,medium,0.1498,0.011206,0.017566,0.0015,2022-11-06 14:14:56
4185,4185,medium,0.1997,0.011964,0.033473,0.0015,2024-04-09 17:39:42
4186,4186,high,0.3167,0.023622,0.053099,0.004,2022-07-26 14:48:32
4187,4187,medium,0.139,0.005853,0.021516,0.0015,2024-08-29 18:30:46
4188,4188,low,0.0488,0.002935,0.010556,0.0,2023-07-23 21:46:00
4189,4189,medium,0.1521,0.00893,0.021064,0.0015,2024-09-03 04:28:32
4190,4190,medium,0.1629,0.006557,0.026113,0.0015,2024-07-26 06:04:39
4191,4191,medium,0.1672,0.009973,0.029474,0.0015,2025-09-20 03:52:15
4192,4192,low,0.0795,0.00449,0.014543,0.0,2023-10-31 11:08:17
4193,4193,medium,0.2333,0.015224,0.046998,0.0015,2023-04-13 05:23:03
4194,4194,low,0.1247,0.00851,0.01578,0.0,2023-12-22 14:26:07
4195,4195,low,0.1287,0.005657,0.026183,0.0,2022-08-11 18:54:22
4196,4196,medium,0.2186,0.008611,0.024512,0.0015,2022-06-02 21:18:52
4197,4197,medium,0.223,0.016051,0.024037,0.0015,2023-12-12 05:17:55
4198,4198,medium,0.1313,0.008484,0.026849,0.0015,2025-02-03 03:44:19
4199,4199,low,0.0734,0.003632,0.0102,0.0,2023-12-31 11:39:27
4200,4200,low,0.078,0.004403,0.015251,0.0,2024-12-05 16:07:09
4201,4201,medium,0.1388,0.009425,0.026776,0.0015,2022-09-01 09:13:22
4202,4202,medium,0.1825,0.007576,0.033048,0.0015,2023-09-07 18:23:53
4203,4203,low,0.127,0.004452,0.015818,0.0,2024-04-18 17:36:30
4204,4204,medium,0.2025,0.011512,0.030565,0.0015,2023-04-21 14:53:23
4205,4205,medium,0.1587,0.006146,0.031281,0.0015,2022-01-20 07:44:35
4206,4206,medium,0.1397,0.010264,0.015612,0.0015,2022-04-11 11:26:08
4207,4207,low,0.0901,0.003889,0.014485,0.0,2025-06-23 01:12:32
4208,4208,medium,0.1525,0.009827,0.018058,0.0015,2024-04-07 19:51:24
4209,4209,medium,0.1764,0.011192,0.019805,0.0015,2022-12-28 22:30:09
4210,4210,medium,0.141,0.005871,0.021563,0.0015,2022-12-21 01:32:36
4211,4211,medium,0.1471,0.005299,0.020177,0.0015,2022-02-24 02:50:26
4212,4212,low,0.1226,0.005418,0.024326,0.0,2025-07-16 10:55:46
4213,4213,medium,0.2437,0.013801,0.038634,0.0015,2022-05-29 02:02:44
4214,4214,low,0.0807,0.003231,0.01524,0.0,2024-11-04 22:29:15
4215,4215,medium,0.2387,0.017333,0.042819,0.0015,2022-11-25 15:51:12
4216,4216,low,0.0779,0.005164,0.01668,0.0,2023-04-05 03:17:00
4217,4217,low,0.1148,0.005049,0.015065,0.0,2023-01-10 16:53:14
4218,4218,medium,0.2135,0.008437,0.041348,0.0015,2025-02-01 22:40:46
4219,4219,medium,0.2387,0.008999,0.029241,0.0015,2022-02-14 21:13:04
4220,4220,medium,0.1472,0.009975,0.029942,0.0015,2023-04-27 22:21:17
4221,4221,low,0.1136,0.007985,0.023269,0.0,2023-01-18 03:46:37
4222,4222,low,0.0551,0.00309,0.010924,0.0,2023-01-09 09:40:33
4223,4223,medium,0.2021,0.011639,0.027999,0.0015,2022-09-21 22:39:47
4224,4224,low,0.1114,0.005783,0.013107,0.0,2025-06-02 05:26:59
4225,4225,medium,0.2176,0.014568,0.043783,0.0015,2023-06-02 22:52:56
4226,4226,medium,0.1321,0.009241,0.022559,0.0015,2023-07-27 02:31:23
4227,4227,low,0.1293,0.00615,0.019881,0.0,2023-06-11 21:49:37
4228,4228,low,0.0538,0.00382,0.008041,0.0,2025-09-02 22:29:44
4229,4229,medium,0.1828,0.008166,0.020505,0.0015,2023-04-09 18:18:07
4230,4230,medium,0.1898,0.008316,0.033714,0.0015,2023-04-13 10:15:55
4231,4231,medium,0.1612,0.011134,0.0262,0.0015,2023-03-25 14:23:48
4232,4232,medium,0.1409,0.007862,0.030334,0.0015,2023-03-24 06:58:36
4233,4233,medium,0.2072,0.007684,0.037497,0.0015,2022-05-03 18:03:26
4234,4234,high,0.2815,0.011,0.060767,0.004,2024-04-06 15:34:52
4235,4235,medium,0.211,0.009815,0.024635,0.0015,2022-02-04 11:31:43
4236,4236,low,0.111,0.004678,0.020197,0.0,2022-11-06 02:27:23
4237,4237,low,0.0435,0.00326,0.00861,0.0,2022-10-04 11:49:00
4238,4238,medium,0.2493,0.015878,0.043211,0.0015,2023-02-03 18:09:53
4239,4239,medium,0.2012,0.010573,0.034968,0.0015,2024-11-01 02:18:50
4240,4240,medium,0.247,0.016618,0.029318,0.0015,2024-03-31 02:41:04
4241,4241,low,0.01,0.000468,0.001385,0.0,2025-09-17 10:15:58
4242,4242,medium,0.1575,0.005696,0.027707,0.0015,2023-04-26 10:34:32
4243,4243,low,0.1155,0.005727,0.018099,0.0,2025-06-24 05:22:16
4244,4244,medium,0.1951,0.009622,0.039716,0.0015,2022-03-03 10:35:35
4245,4245,low,0.1196,0.004855,0.02311,0.0,2023-11-21 18:31:47
4246,4246,medium,0.1725,0.010386,0.028319,0.0015,2024-12-28 19:47:37
4247,4247,medium,0.2251,0.011359,0.039036,0.0015,2023-12-29 12:50:26
4248,4248,high,0.3502,0.016438,0.062604,0.004,2025-06-30 18:26:29
4249,4249,low,0.1107,0.006549,0.019769,0.0,2023-03-07 08:20:31
4250,4250,high,0.274,0.017511,0.050288,0.004,2022-02-15 14:22:52
4251,4251,medium,0.1734,0.012937,0.027678,0.0015,2024-11-24 17:58:46
4252,4252,low,0.01,0.000704,0.001149,0.0,2022-04-04 00:42:31
4253,4253,high,0.3959,0.014102,0.084972,0.004,2024-11-12 04:29:29
4254,4254,high,0.3263,0.013403,0.033279,0.004,2024-09-30 07:33:22
4255,4255,medium,0.1559,0.008859,0.015904,0.0015,2025-02-28 23:09:00
4256,4256,medium,0.1745,0.009343,0.037106,0.0015,2023-10-18 04:06:02
4257,4257,low,0.0921,0.006438,0.014671,0.0,2025-05-10 01:12:22
4258,4258,low,0.0597,0.004038,0.011837,0.0,2022-08-21 07:54:48
4259,4259,medium,0.1996,0.011209,0.029201,0.0015,2023-08-18 04:33:16
4260,4260,high,0.2907,0.02121,0.044101,0.004,2022-06-16 16:04:01
4261,4261,medium,0.2466,0.012177,0.045533,0.0015,2024-11-15 02:03:31
4262,4262,low,0.0505,0.003087,0.00814,0.0,2024-09-04 02:59:17
4263,4263,medium,0.1348,0.008473,0.028055,0.0015,2025-01-08 03:40:59
4264,4264,medium,0.1894,0.010484,0.034665,0.0015,2024-11-11 14:54:55
4265,4265,medium,0.1782,0.007777,0.029103,0.0015,2023-02-26 23:20:46
4266,4266,medium,0.2068,0.008519,0.041266,0.0015,2022-04-04 02:45:28
4267,4267,low,0.0854,0.003539,0.014116,0.0,2025-06-25 04:52:52
4268,4268,high,0.2762,0.013954,0.037554,0.004,2023-11-06 04:12:29
4269,4269,high,0.251,0.015523,0.028727,0.004,2022-05-10 01:25:12
4270,4270,medium,0.1613,0.007644,0.022911,0.0015,2025-06-22 05:22:48
4271,4271,high,0.3055,0.021209,0.053815,0.004,2025-09-22 03:50:44
4272,4272,low,0.073,0.004296,0.015904,0.0,2023-09-02 10:34:59
4273,4273,medium,0.2218,0.01179,0.042017,0.0015,2024-11-19 11:37:06
4274,4274,low,0.1279,0.00612,0.022286,0.0,2022-02-19 15:44:12
4275,4275,high,0.3186,0.012597,0.0396,0.004,2022-05-08 14:16:13
4276,4276,medium,0.1941,0.011064,0.035878,0.0015,2023-01-14 08:13:10
4277,4277,high,0.2852,0.014296,0.046418,0.004,2024-06-16 17:19:54
4278,4278,medium,0.1878,0.013804,0.035429,0.0015,2022-07-02 12:32:13
4279,4279,low,0.075,0.004854,0.010794,0.0,2022-02-16 18:10:42
4280,4280,medium,0.1372,0.005544,0.02159,0.0015,2024-07-03 21:05:08
4281,4281,low,0.0972,0.005566,0.015862,0.0,2024-11-19 14:46:40
4282,4282,low,0.1001,0.007,0.014353,0.0,2024-10-08 05:49:54
4283,4283,high,0.3006,0.021815,0.050936,0.004,2024-12-29 08:05:13
4284,4284,medium,0.1951,0.014098,0.02598,0.0015,2025-01-03 07:12:28
4285,4285,medium,0.1926,0.013039,0.021029,0.0015,2024-04-04 02:20:00
4286,4286,medium,0.1519,0.007002,0.018444,0.0015,2023-12-12 13:22:54
4287,4287,low,0.0532,0.00321,0.008483,0.0,2025-03-18 04:26:25
4288,4288,medium,0.196,0.012425,0.021177,0.0015,2023-04-22 02:24:46
4289,4289,low,0.0832,0.005686,0.012176,0.0,2022-05-14 21:42:13
4290,4290,high,0.3075,0.021662,0.055677,0.004,2024-10-25 16:26:46
4291,4291,low,0.091,0.005121,0.014699,0.0,2023-01-13 11:07:53
4292,4292,low,0.1123,0.005385,0.018695,0.0,2025-09-01 01:43:45
4293,4293,medium,0.1705,0.009559,0.03188,0.0015,2023-07-21 14:16:34
4294,4294,medium,0.1946,0.013991,0.022288,0.0015,2025-03-11 06:03:59
4295,4295,high,0.3484,0.019527,0.045871,0.004,2022-02-28 01:58:46
4296,4296,low,0.1275,0.00518,0.019212,0.0,2024-06-20 19:51:49
4297,4297,medium,0.1396,0.007314,0.01845,0.0015,2023-09-06 03:49:50
4298,4298,high,0.3408,0.022302,0.05202,0.004,2023-09-25 20:09:16
4299,4299,medium,0.1984,0.014667,0.041107,0.0015,2022-12-29 19:29:17
4300,4300,medium,0.1922,0.009973,0.021855,0.0015,2025-08-21 14:13:43
4301,4301,low,0.114,0.007624,0.015428,0.0,2023-06-22 06:16:33
4302,4302,medium,0.1475,0.00677,0.030093,0.0015,2025-03-09 10:57:08
4303,4303,low,0.0766,0.003797,0.012859,0.0,2023-08-05 12:58:10
4304,4304,low,0.0814,0.003817,0.017606,0.0,2022-03-08 00:59:35
4305,4305,high,0.2712,0.016849,0.032732,0.004,2025-04-18 00:50:45
4306,4306,medium,0.1337,0.009588,0.025503,0.0015,2022-09-11 05:31:08
4307,4307,low,0.12,0.008131,0.024083,0.0,2023-01-05 19:50:05
4308,4308,medium,0.2458,0.014439,0.052863,0.0015,2025-03-23 23:51:42
4309,4309,medium,0.1674,0.009442,0.019912,0.0015,2025-05-07 15:22:27
4310,4310,high,0.2579,0.017797,0.042366,0.004,2025-06-08 02:52:50
4311,4311,medium,0.1511,0.010956,0.022417,0.0015,2023-08-06 17:28:43
4312,4312,medium,0.2249,0.01488,0.03884,0.0015,2024-11-01 12:55:37
4313,4313,low,0.1076,0.006592,0.011788,0.0,2023-03-25 10:34:59
4314,4314,medium,0.2026,0.013551,0.031782,0.0015,2024-10-09 20:30:41
4315,4315,low,0.0978,0.005327,0.010116,0.0,2023-11-19 10:28:32
4316,4316,medium,0.1357,0.007053,0.018609,0.0015,2022-03-13 01:55:22
4317,4317,low,0.1168,0.008591,0.0232,0.0,2023-07-26 11:20:51
4318,4318,medium,0.2221,0.012677,0.034662,0.0015,2023-10-02 20:23:31
4319,4319,medium,0.1338,0.00776,0.02704,0.0015,2023-05-28 06:35:09
4320,4320,medium,0.1899,0.007535,0.020311,0.0015,2023-11-19 15:58:03
4321,4321,medium,0.1355,0.007535,0.024938,0.0015,2022-03-09 23:48:50
4322,4322,low,0.0456,0.002288,0.004891,0.0,2022-07-27 15:57:16
4323,4323,medium,0.187,0.008636,0.022191,0.0015,2024-11-14 23:01:30
4324,4324,low,0.019,0.0014,0.003737,0.0,2023-04-27 10:33:49
4325,4325,medium,0.1565,0.011293,0.016017,0.0015,2024-04-12 06:29:37
4326,4326,medium,0.1898,0.014067,0.027651,0.0015,2024-02-14 00:01:28
4327,4327,medium,0.1718,0.008416,0.036478,0.0015,2024-01-25 01:35:56
4328,4328,low,0.0839,0.005121,0.009957,0.0,2023-07-20 13:01:10
4329,4329,medium,0.1851,0.008761,0.039573,0.0015,2023-10-24 04:11:56
4330,4330,low,0.1174,0.006194,0.014492,0.0,2025-02-01 02:41:26
4331,4331,low,0.0996,0.004549,0.013191,0.0,2025-08-13 04:30:52
4332,4332,medium,0.1799,0.010504,0.03177,0.0015,2022-12-18 04:41:19
4333,4333,medium,0.1579,0.007351,0.015916,0.0015,2024-07-04 20:10:34
4334,4334,low,0.0756,0.003532,0.013989,0.0,2025-08-19 15:32:25
4335,4335,medium,0.2153,0.011162,0.044868,0.0015,2022-01-11 09:00:27
4336,4336,low,0.01,0.000359,0.001427,0.0,2024-12-09 11:59:36
4337,4337,high,0.3189,0.022617,0.055048,0.004,2023-11-11 15:37:28
4338,4338,low,0.1181,0.005185,0.01688,0.0,2025-08-16 16:00:51
4339,4339,medium,0.1396,0.008408,0.02555,0.0015,2024-03-02 01:40:46
4340,4340,high,0.2669,0.010069,0.043564,0.004,2025-02-20 13:41:57
4341,4341,medium,0.1604,0.008065,0.025722,0.0015,2022-08-16 02:35:22
4342,4342,high,0.2567,0.009437,0.027284,0.004,2022-07-14 09:33:21
4343,4343,low,0.1292,0.009676,0.023173,0.0,2025-06-21 13:28:24
4344,4344,medium,0.1386,0.00967,0.02228,0.0015,2023-12-22 04:44:15
4345,4345,low,0.0522,0.003609,0.007235,0.0,2024-02-03 19:30:04
4346,4346,low,0.0963,0.004164,0.015171,0.0,2022-08-21 12:44:05
4347,4347,medium,0.1644,0.009496,0.022966,0.0015,2022-11-07 04:00:24
4348,4348,medium,0.1962,0.013676,0.025998,0.0015,2025-01-24 08:02:25
4349,4349,medium,0.1666,0.008358,0.019088,0.0015,2023-02-19 22:54:09
4350,4350,high,0.3074,0.011191,0.038854,0.004,2024-03-10 03:12:42
4351,4351,medium,0.2141,0.011094,0.024744,0.0015,2023-03-10 00:26:10
4352,4352,medium,0.1862,0.013157,0.018841,0.0015,2022-12-27 09:34:04
4353,4353,low,0.1065,0.004202,0.020084,0.0,2022-08-16 02:47:01
4354,4354,low,0.0729,0.002808,0.008121,0.0,2025-06-25 16:35:36
4355,4355,medium,0.1985,0.011698,0.029254,0.0015,2025-07-10 00:07:50
4356,4356,high,0.2822,0.012439,0.050155,0.004,2022-06-07 13:47:18
4357,4357,medium,0.1679,0.008489,0.031055,0.0015,2023-04-29 05:55:28
4358,4358,low,0.0622,0.00317,0.006791,0.0,2024-02-11 08:43:49
4359,4359,high,0.2807,0.017686,0.05777,0.004,2023-06-09 08:03:07
4360,4360,high,0.3531,0.012758,0.039107,0.004,2024-09-13 09:12:12
4361,4361,low,0.1066,0.006539,0.017219,0.0,2022-12-22 23:52:20
4362,4362,low,0.0413,0.002254,0.008199,0.0,2022-03-22 12:06:54
4363,4363,medium,0.1662,0.009228,0.025756,0.0015,2023-04-06 22:14:45
4364,4364,medium,0.2341,0.014815,0.051494,0.0015,2024-03-28 20:48:33
4365,4365,low,0.1291,0.007831,0.023847,0.0,2022-09-05 02:44:30
4366,4366,medium,0.2474,0.015357,0.034802,0.0015,2025-01-21 03:40:07
4367,4367,medium,0.1847,0.008675,0.020162,0.0015,2022-01-17 18:09:11
4368,4368,low,0.0918,0.006344,0.018271,0.0,2022-04-03 09:03:24
4369,4369,low,0.0918,0.005475,0.018774,0.0,2023-11-28 02:06:47
4370,4370,medium,0.1649,0.00881,0.028978,0.0015,2023-12-02 17:57:40
4371,4371,medium,0.2352,0.01295,0.032848,0.0015,2023-02-08 09:38:53
4372,4372,low,0.089,0.003988,0.014946,0.0,2022-12-20 16:56:57
4373,4373,medium,0.1464,0.009744,0.014692,0.0015,2022-04-06 12:04:16
4374,4374,medium,0.1878,0.008661,0.02818,0.0015,2024-06-25 21:08:08
4375,4375,low,0.0884,0.005142,0.019298,0.0,2023-06-03 12:11:36
4376,4376,medium,0.1485,0.010743,0.018646,0.0015,2022-06-12 08:24:55
4377,4377,medium,0.1465,0.008362,0.026664,0.0015,2023-07-01 23:30:40
4378,4378,low,0.0877,0.003202,0.009871,0.0,2025-07-05 21:16:21
4379,4379,medium,0.1691,0.012467,0.03172,0.0015,2022-12-24 08:55:51
4380,4380,low,0.0982,0.005652,0.014999,0.0,2025-05-08 23:43:43
4381,4381,medium,0.1771,0.007489,0.024951,0.0015,2022-12-20 23:03:36
4382,4382,medium,0.1685,0.009248,0.027077,0.0015,2022-09-12 09:54:43
4383,4383,low,0.106,0.005277,0.021023,0.0,2022-12-23 13:24:42
4384,4384,medium,0.14,0.007249,0.028084,0.0015,2023-03-19 05:27:55
4385,4385,low,0.0416,0.00226,0.005919,0.0,2022-06-14 23:50:19
4386,4386,medium,0.1739,0.011844,0.030602,0.0015,2024-03-14 21:13:53
4387,4387,low,0.1166,0.005204,0.016181,0.0,2023-04-02 03:46:42
4388,4388,low,0.1258,0.007727,0.0194,0.0,2024-09-09 07:25:21
4389,4389,low,0.01,0.000638,0.001788,0.0,2023-11-03 16:10:19
4390,4390,low,0.1261,0.009359,0.016482,0.0,2023-08-29 13:16:56
4391,4391,medium,0.2346,0.011159,0.032608,0.0015,2023-10-07 07:41:52
4392,4392,low,0.0553,0.00238,0.006633,0.0,2022-08-02 19:21:24
4393,4393,medium,0.225,0.016292,0.038749,0.0015,2024-09-02 05:17:27
4394,4394,medium,0.2374,0.017341,0.047831,0.0015,2022-05-23 11:30:06
4395,4395,low,0.0594,0.00393,0.01249,0.0,2024-09-14 01:14:07
4396,4396,medium,0.1741,0.008792,0.037113,0.0015,2025-09-29 16:17:43
4397,4397,low,0.0744,0.005499,0.014409,0.0,2024-11-11 03:35:15
4398,4398,low,0.0556,0.003243,0.008714,0.0,2023-09-15 22:07:15
4399,4399,low,0.01,0.000437,0.001975,0.0,2023-03-07 04:51:55
4400,4400,high,0.3939,0.026795,0.051478,0.004,2025-04-08 14:57:44
4401,4401,medium,0.2106,0.011429,0.033972,0.0015,2022-12-18 20:06:03
4402,4402,medium,0.1614,0.006023,0.033939,0.0015,2023-10-22 21:22:08
4403,4403,low,0.0992,0.006557,0.016795,0.0,2024-11-20 13:18:34
4404,4404,low,0.053,0.003588,0.009191,0.0,2025-06-15 18:50:45
4405,4405,medium,0.2413,0.016704,0.042119,0.0015,2025-06-13 20:49:44
4406,4406,medium,0.2369,0.009831,0.04653,0.0015,2022-05-01 01:18:57
4407,4407,low,0.1113,0.005394,0.012257,0.0,2025-05-13 19:46:47
4408,4408,medium,0.1363,0.009085,0.019739,0.0015,2022-06-05 23:28:41
4409,4409,medium,0.2153,0.014092,0.045717,0.0015,2024-03-10 13:31:18
4410,4410,high,0.2989,0.021049,0.064496,0.004,2025-06-25 17:41:02
4411,4411,low,0.079,0.004496,0.013199,0.0,2024-06-14 18:35:51
4412,4412,low,0.0786,0.003726,0.010684,0.0,2025-07-20 04:05:29
4413,4413,low,0.0972,0.005001,0.019662,0.0,2023-04-17 01:10:35
4414,4414,medium,0.1856,0.008679,0.038404,0.0015,2023-03-07 12:48:11
4415,4415,medium,0.1732,0.010514,0.023503,0.0015,2023-03-23 06:18:35
4416,4416,medium,0.1797,0.009844,0.033796,0.0015,2023-05-01 20:46:24
4417,4417,medium,0.1703,0.009826,0.036473,0.0015,2024-07-23 01:53:10
4418,4418,high,0.3647,0.022572,0.05538,0.004,2023-09-11 22:50:45
4419,4419,low,0.01,0.000446,0.001098,0.0,2024-10-05 19:17:15
4420,4420,low,0.124,0.008775,0.024797,0.0,2023-07-24 07:25:12
4421,4421,medium,0.1437,0.005299,0.025986,0.0015,2023-02-25 23:14:13
4422,4422,medium,0.1326,0.00594,0.025327,0.0015,2022-09-17 23:33:52
4423,4423,medium,0.166,0.006637,0.029749,0.0015,2024-01-24 20:19:10
4424,4424,medium,0.156,0.008028,0.023461,0.0015,2025-05-13 23:27:38
4425,4425,low,0.0877,0.006383,0.01892,0.0,2025-03-21 01:35:04
4426,4426,low,0.0976,0.006647,0.017055,0.0,2022-12-13 12:35:42
4427,4427,low,0.09,0.004925,0.014669,0.0,2023-10-16 09:41:09
4428,4428,medium,0.1827,0.009333,0.030469,0.0015,2024-08-22 19:30:13
4429,4429,low,0.0183,0.000671,0.003515,0.0,2024-04-17 19:06:34
4430,4430,high,0.2862,0.015631,0.049535,0.004,2022-04-02 20:51:18
4431,4431,low,0.1192,0.005385,0.01297,0.0,2024-03-19 13:37:33
4432,4432,low,0.1051,0.003683,0.014011,0.0,2022-02-23 00:17:01
4433,4433,medium,0.1607,0.011056,0.025967,0.0015,2022-06-09 08:53:47
4434,4434,high,0.3004,0.019197,0.035997,0.004,2024-06-13 07:16:43
4435,4435,medium,0.247,0.01793,0.050071,0.0015,2022-05-21 06:50:04
4436,4436,low,0.1155,0.006203,0.022304,0.0,2023-04-09 18:34:07
4437,4437,low,0.0815,0.00447,0.015542,0.0,2024-03-15 23:12:51
4438,4438,medium,0.1342,0.00771,0.020959,0.0015,2024-06-15 16:02:33
4439,4439,high,0.3822,0.026862,0.051514,0.004,2023-09-02 18:14:00
4440,4440,low,0.0632,0.002731,0.01267,0.0,2022-05-09 14:54:14
4441,4441,medium,0.1794,0.00677,0.025531,0.0015,2024-12-29 04:12:01
4442,4442,medium,0.2352,0.01448,0.039283,0.0015,2025-07-23 09:31:13
4443,4443,medium,0.142,0.007864,0.019193,0.0015,2025-04-30 18:27:05
4444,4444,high,0.2738,0.01607,0.059654,0.004,2024-10-20 23:13:37
4445,4445,medium,0.1794,0.012645,0.03317,0.0015,2023-07-05 05:39:40
4446,4446,low,0.0738,0.00526,0.015927,0.0,2025-04-13 17:36:20
4447,4447,medium,0.1918,0.009617,0.04129,0.0015,2023-10-30 19:45:41
4448,4448,medium,0.1331,0.008325,0.016654,0.0015,2022-07-06 16:36:04
4449,4449,high,0.385,0.021055,0.072271,0.004,2025-03-09 13:10:31
4450,4450,medium,0.222,0.012704,0.034601,0.0015,2023-03-14 23:31:29
4451,4451,medium,0.1405,0.009487,0.024677,0.0015,2025-07-08 03:27:12
4452,4452,low,0.1177,0.005438,0.018357,0.0,2023-05-19 21:28:32
4453,4453,medium,0.2072,0.008008,0.022135,0.0015,2025-04-04 07:58:14
4454,4454,low,0.0665,0.004142,0.012084,0.0,2024-01-05 20:27:08
4455,4455,medium,0.1989,0.009389,0.03152,0.0015,2023-10-02 09:30:02
4456,4456,medium,0.1711,0.008025,0.019851,0.0015,2025-02-17 05:47:48
4457,4457,low,0.0764,0.003056,0.013645,0.0,2022-03-24 22:37:42
4458,4458,medium,0.2251,0.016451,0.02682,0.0015,2023-10-04 10:02:29
4459,4459,low,0.0912,0.006237,0.018719,0.0,2023-05-20 15:00:53
4460,4460,low,0.1115,0.007162,0.011432,0.0,2024-01-14 08:37:44
4461,4461,low,0.0831,0.004713,0.012503,0.0,2022-12-15 05:21:47
4462,4462,low,0.0932,0.003371,0.013152,0.0,2024-06-28 03:53:12
4463,4463,medium,0.168,0.012408,0.034615,0.0015,2023-06-12 22:34:04
4464,4464,low,0.0208,0.000892,0.003942,0.0,2022-09-15 08:42:58
4465,4465,low,0.0369,0.002348,0.004862,0.0,2022-09-27 10:34:32
4466,4466,high,0.2683,0.015262,0.037742,0.004,2024-08-10 19:39:42
4467,4467,medium,0.1575,0.007284,0.02778,0.0015,2022-12-25 06:34:54
4468,4468,medium,0.2168,0.011545,0.046852,0.0015,2023-02-25 07:43:51
4469,4469,medium,0.2381,0.013821,0.035416,0.0015,2024-05-07 16:05:57
4470,4470,medium,0.2027,0.012785,0.040567,0.0015,2023-03-28 03:27:54
4471,4471,medium,0.1619,0.010489,0.030128,0.0015,2023-06-15 23:52:00
4472,4472,medium,0.2394,0.00871,0.044223,0.0015,2022-12-01 10:43:09
4473,4473,medium,0.2144,0.014975,0.027586,0.0015,2023-04-18 11:37:39
4474,4474,high,0.3337,0.021289,0.034565,0.004,2024-08-05 17:20:14
4475,4475,medium,0.1816,0.012038,0.028389,0.0015,2024-01-01 09:11:23
